Code commune,Libelle de la commune,Population totale,APL aux medecins generalistes,APL aux medecins generalistes de 65 ans et moins,APL aux medecins generalistes de 62 ans et moins,Population standardisee par la consommation de soins par tranche d age
11331,Saint Amans,61,"0,665","0,537","0,537","68,351"
11332,Saint Andre de Roquelongue,1369,"2,165","2,106","2,106","1424,854"
11333,Saint Benoît,107,"0,959","0,45","0,45","107,828"
11334,Sainte Camelle,117,"1,38","0,994","0,994","120,376"
11335,Sainte Colombe sur Guette,45,"2,907","2,907","2,907","49,85"
11336,Sainte Colombe sur l Hers,436,"3,199","2,365","2,257","484,958"
11337,Saint Couat d Aude,387,"4,325","4,189","3,509","403,107"
11338,Saint Couat du Razes,41,"1,099","1,025","0,934","36,994"
11339,Saint Denis,504,"3,341","3,243","2,406","529,141"
11340,Sainte Eulalie,525,"3,303","2,476","2,376","527,392"
11341,Saint Ferriol,112,"4,252","2,347","1,701","124,692"
11342,Saint Frichoux,242,"3,374","3,263","2,815","243,458"
11343,Saint Gauderic,120,"1,629","1,041","0,507","121,664"
11344,Saint Hilaire,713,"2,225","1,631","1,54","751,053"
11345,Saint Jean de Barrou,262,"3,564","3,564","1,634","310,331"
11346,Saint Jean de Paracol,127,"2,106","1,368","1,368","128,494"
11347,Saint Julia de Bec,104,"2,121","1,093","0,662","120,306"
11348,Saint Julien de Briola,88,"0,695","0,507","0,307","92,121"
11350,Saint Just et le Bezu,51,"2,13","1,254","1,038","55,333"
11351,Saint Laurent de la Cabrerisse,724,"5,466","3,501","3,415","772,806"
11352,Saint Louis et Parahou,51,"1,286","0,215",0,"53,923"
11353,Saint Marcel sur Aude,2020,"3,309","2,996","2,664","2060,432"
11354,Saint Martin des Puits,27,"2,982","1,221","1,221","29,689"
11355,Saint Martin de Villereglan,361,"3,385","2,532","2,083","358,607"
11356,Saint Martin Lalande,1121,"3,264","2,727","2,536","1098,517"
11357,Saint Martin le Vieil,217,"3,301","2,868","2,718","243,652"
11358,Saint Martin Lys,24,"5,917","4,792","4,361","26,474"
11359,Saint Michel de Lanes,475,"3,584","3,055","2,945","472,083"
11360,Saint Nazaire d Aude,2069,"3,554","3,241","2,984","2069,913"
11361,Saint Papoul,883,"3,007","2,516","2,372","912,416"
11362,Saint Paulet,201,"1,662","1,43","1,383","195,389"
11363,Saint Pierre des Champs,182,"9,088","3,664","3,664","195,887"
11364,Saint Polycarpe,143,"2,681","2,207","2,025","160,934"
11365,Saint Sernin,41,"1,682","1,425","1,425","43,725"
11366,Sainte Valiere,537,"3,879","3,606","3,149","563,03"
11367,Saissac,922,"2,529","2,46","2,182","1009,097"
11368,Salleles Cabardes,119,"1,956","1,893","1,733","129,943"
11369,Salleles d Aude,3024,"3,065","2,782","2,375","3069,581"
11370,Salles d Aude,3254,"2,006","1,445","1,168","3455,563"
11371,Salles sur l Hers,707,"2,246","1,768","1,659","732,724"
11372,Salsigne,379,"1,973","1,773","1,116","399,64"
11373,Salvezines,72,"3,585","2,907","2,907","81,086"
11374,Salza,16,0,0,0,"19,481"
11375,Seignalens,30,"1,176","0,801","0,4","31,779"
11376,La Serpent,95,"2,907","2,35","2,259","103,931"
11377,Serres,76,"2,946","2,463","2,463","83,938"
11378,Servies en Val,203,"5,365","0,411","0,411","230,973"
11379,Sigean,5533,"4,768","4,524","4,175","5848,773"
11380,Sonnac sur l Hers,130,"1,439","0,675","0,675","147,078"
11381,Sougraigne,122,"1,19","1,19","1,19","120,154"
11382,Souilhanels,362,"3,186","2,699","2,559","363,831"
11383,Souilhe,324,"2,641","2,201","2,108","318,659"
11384,Soulatge,126,0,0,0,"128,445"
11385,Soupex,236,"3,652","3,085","2,991","247,421"
11386,Talairan,483,"5,578","3,749","3,749","584,282"
11387,Taurize,111,"5,365","0,411","0,411","118,203"
11388,Termes,47,"0,816","0,816","0,816","52,397"
11389,Terroles,16,"0,234","0,234","0,234","19,737"
11390,Thezan des Corbieres,556,"4,064","3,899","3,169","606,69"
11391,La Tourette Cabardes,24,"1,071","1,071","0,514","27,939"
11392,Tournissan,270,"7,765","3,63","3,63","293,978"
11393,Tourouzelle,487,"3,4","3,4","2,667","528,869"
11394,Tourreilles,131,"2,199","2,05","1,868","140,098"
11395,Trassanel,30,"0,387","0,387","0,327","30,997"
11396,Trausse,597,"3,155","2,823","2,341","630,989"
11397,Trebes,5502,"5,366","4,549","3,878","5882,62"
11398,Treilles,255,"1,798","1,539","1,326","261,269"
11399,Treville,106,"1,796","1,541","1,447","108,275"
11400,Treziers,103,"2,081","1,451","1,05","110,652"
11401,Tuchan,793,"4,497","4,497","4,497","897,179"
11402,Valmigere,23,0,0,0,"28,046"
11404,Ventenac Cabardes,956,"3,955","3,018","2,439","971,594"
11405,Ventenac en Minervois,574,"3,768","3,495","3,138","631,189"
11406,Veraza,33,"1,138","0,897","0,897","36,558"
11407,Verdun en Lauragais,280,"1,512","1,259","1,212","286,983"
11408,Verzeille,504,"3,473","2,554","2,313","497,457"
11409,Vignevieille,105,0,0,0,"112,622"
11410,Villalier,986,"4,821","3,998","3,277","1059,526"
11411,Villaniere,135,"1,344","1,249","0,642","144,677"
11412,Villardebelle,55,0,0,0,"60,056"
11413,Villardonnel,503,"2,254","2,159","1,273","538,557"
11414,Villar en Val,24,"4,074",0,0,"28,646"
11415,Villar Saint Anselme,124,"2,843","2,207","2,025","127,07"
11416,Villarzel Cabardes,249,"3,039","2,912","2,481","249,579"
11417,Villarzel du Razes,98,"1,983","1,462","1,237","107,391"
11418,Villasavary,1211,"2,453","2,027","1,746","1217,911"
11419,Villautou,63,"1,993","1,617","1,217","58,606"
11420,Villebazy,135,"1,744","1,182","1,091","138,076"
11421,Villedaigne,534,"3,34","3,211","3,112","574,506"
11422,Villedubert,348,"4,08","3,45","2,94","374,362"
11423,Villefloure,159,"1,13","0,724","0,724","155,279"
11424,Villefort,85,"1,439","0,675","0,675","83,606"
11425,Villegailhenc,1684,"3,426","2,846","2,217","1723,008"
11426,Villegly,1177,"2,969","2,769","2,399","1199,242"
11427,Villelongue d Aude,302,"2,89","2,318","1,868","322,475"
11428,Villemagne,252,"1,581","1,345","1,295","258,245"
11429,Villemoustaussou,4469,"4,192","3,264","2,713","4520,787"
11430,Villeneuve la Comptal,1359,"3,375","2,853","2,662","1371,098"
11431,Villeneuve les Corbieres,248,"5,063","5,063","3,133","260,353"
11432,Villeneuve les Montreal,322,"2,603","1,751","1,25","307,257"
11433,Villeneuve Minervois,976,"2,926","2,752","2,482","1060,688"
11434,Villepinte,1276,"2,985","2,535","2,338","1267,511"
11435,Villerouge Termenes,154,"4,139","3,259","3,259","166,838"
11436,Villeseque des Corbieres,370,"3,646","3,646","1,716","369,437"
11437,Villesequelande,911,"3,732","2,663","2,412","888,028"
11438,Villesiscle,388,"2,779","2,205","1,874","390,234"
11439,Villespy,400,"2,963","2,513","2,366","402,934"
11440,Villetritouls,35,"4,074",0,0,"40,335"
11441,Vinassan,2658,"4,756","4,152","3,598","2743,412"
12001,Agen d Aveyron,1069,"3,008","3,008","2,795","1092,46"
12002,Aguessac,869,"2,683","2,426","2,32","861,263"
12003,Les Albres,343,"2,165","2,026","1,507","375,882"
12004,Almont les Junies,445,"0,965","0,826","0,767","482,998"
12006,Alrance,351,"3,914","2,883","2,516","388,841"
12007,Ambeyrac,176,"0,341","0,341","0,341","197,106"
12008,Anglars Saint Felix,885,"4,488","4,488","4,086","876,422"
12009,Arnac sur Dourdou,36,0,0,0,"43,238"
12010,Arques,153,"1,698","1,698","1,45","153,794"
12011,Arvieu,775,"2,932","2,932","2,199","858,841"
12012,Asprieres,746,"1,132","1,132","0,614","810,913"
12013,Aubin,3741,"4,128","3,711","3,264","4127,664"
12015,Auriac Lagast,228,"3,116","3,116","2,383","250,292"
12016,Auzits,824,"3,838","3,561","3,307","887,684"
12017,Ayssenes,216,"0,765","0,765","0,765","243,209"
12018,Balaguier d Olt,181,"2,555","2,251","2,068","191,693"
12019,Balaguier sur Rance,89,"3,882","3,882","3,882","89,996"
12021,Le Bas Segala,1558,"3,441","1,794","1,347","1720,166"
12022,La Bastide Pradines,109,"3,702","2,959","2,46","122,895"
12023,La Bastide Solages,106,"2,892","2,892","2,892","118,209"
12024,Belcastel,195,"1,927","1,927","1,927","214,033"
12025,Belmont sur Rance,972,"3,776","2,271","1,541","1056,242"
12026,Bertholene,1054,"4,806","4,806","4,06","1062,167"
12027,Bessuejouls,202,"4,553","4,553","4,185","207,734"
12028,Boisse Penchot,518,"2,394","2,117","1,997","547,834"
12029,Bor et Bar,201,"2,822","1,656",0,"229,249"
12030,Bouillac,379,"3,17","2,892","2,245","405,722"
12031,Bournazel,356,"3,97","3,97","3,568","351,38"
12032,Boussac,595,"1,73","1,73","1,73","606,512"
12033,Bozouls,2923,"3,275","3,275","3,152","3021,409"
12034,Brandonnet,303,"2,644","2,487","2,353","329,722"
12035,Brasc,172,"0,049","0,049","0,049","183,84"
12036,Brommat,637,"4,039","4,039","4,039","705,291"
12037,Broquies,608,"0,765","0,765","0,765","702,151"
12038,Brousse le Chateau,164,"1,855","1,333","1,333","187,486"
12039,Brusque,264,"1,461","1,461",0,"333,798"
12041,Cabanes,264,"3,988","3,988","3,988","294,241"
12042,Calmels et le Viala,208,"1,182","1,081","1,081","216,639"
12043,Calmont,2166,"2,89","2,799","2,432","2262,986"
12044,Camares,1028,"3,206","2,705","0,514","1129,985"
12045,Camboulazet,388,"2,604","2,604","2,604","399,032"
12046,Camjac,573,"4,593","4,593","4,593","625,882"
12047,Campagnac,451,"4,298","4,298","4,298","495,307"
12048,Campouriez,345,"6,663","6,663","6,663","394,403"
12049,Campuac,451,"0,92",0,0,"491,069"
12050,Canet de Salars,442,"3,414","3,414","3,414","463,628"
12051,Cantoin,310,"2,068","2,068","2,068","345,048"
12052,Capdenac Gare,4419,"3,384","3,384","2,44","4831,088"
12053,La Capelle Balaguier,327,"2,703","2,243","2,243","337,06"
12054,La Capelle Bleys,351,"3,18","1,282","0,978","377,216"
12055,La Capelle Bonance,83,"2,276","2,276","2,276","90,963"
12056,Baraqueville,3150,"3,727","3,636","3,636","3180,677"
12057,Cassagnes Begonhes,925,"2,937","2,937","1,837","991,618"
12058,Cassuejouls,106,"5,432","4,64","4,64","122,801"
12059,Castanet,517,"2,159","1,074","1,067","545,09"
12060,Castelmary,114,"3,166","3,166","2,954","137,897"
12061,Castelnau de Mandailles,575,"1,34","1,34","1,217","607,171"
12062,Castelnau Pegayrols,343,"1,584","1,584","1,584","355,551"
12063,La Cavalerie,1939,"5,218","4,105","3,669","1691,593"
12064,Le Cayrol,268,"3,604","3,208","2,962","296,407"
12065,Centres,461,"2,319","2,319","1,952","523,324"
12066,Clairvaux d Aveyron,1148,"2,036","2,036","1,652","1218,933"
12067,Le Clapier,76,0,0,0,"84,138"
12068,Colombies,878,"1,953","1,41","1,407","1001,659"
12069,Combret,265,"2,03","1,027","1,027","286,879"
12070,Compeyre,522,"1,565","1,308","1,255","541,911"
12071,Compolibat,334,"3,589","2,911","2,627","362,75"
12072,Compregnac,232,"2,736","1,169","1,169","239,975"
12073,Comps la Grand Ville,625,"2,019","1,958","1,225","612,397"
12074,Condom d Aubrac,295,"7,885","5,037","5,037","329,474"
12075,Connac,106,"3,136","2,098","2,098","118,811"
12076,Conques en Rouergue,1615,"6,148","6,148","6,148","1820,292"
12077,Cornus,513,"1,596","1,225","1,039","561,862"
12078,Les Costes Gozon,185,"2,087","1,987","1,987","205,004"
12079,Coubisou,491,"4,139","4,139","3,77","543,806"
12080,Coupiac,373,"0,573","0,573","0,573","438,988"
12082,La Couvertoirade,189,"2,519","1,947","1,389","202,776"
12083,Cransac,1473,"3,161","2,883","2,63","1623,41"
12084,Creissels,1569,"4,551","3,943","3,783","1642,384"
12085,Crespin,315,"4,341","4,341","3,917","345,182"
12086,La Cresse,324,"1,565","1,308","1,255","356,238"
12088,Curieres,228,"5,16","3,972","3,972","243,923"
12089,Decazeville,5323,"3,86","3,443","3,13","5961,527"
12090,Druelle Balsac,3205,"1,934","1,903","1,903","3119,877"
12091,Drulhe,455,"2,401","2,401","2,133","487,92"
12092,Durenque,523,"3,695","3,176","2,81","566,612"
12093,Le Fel,176,"4,829","4,829","4,829","198,795"
12094,Entraygues sur Truyere,985,"5,665","5,665","5,665","1201,335"
12095,Escandolieres,240,"2,936","2,936","2,61","246,699"
12096,Espalion,4601,"4,694","4,694","4,325","5102,904"
12097,Espeyrac,248,"1,625","1,625","1,625","286,291"
12098,Estaing,461,"2,939","2,939","2,694","538,193"
12099,Fayet,241,"1,461","1,461",0,"279,415"
12100,Firmi,2372,"3,893","3,476","3,298","2634,23"
12101,Flagnac,1072,"3,122","2,845","2,582","1169,602"
12102,Flavin,2359,"3,286","3,073","2,763","2337,351"
12103,Florentin la Capelle,282,"5,038","5,038","5,038","326,614"
12104,Foissac,488,"0,682","0,682","0,682","488,354"
12105,La Fouillade,1108,"3,167","2,002",0,"1218,941"
12106,Gabriac,534,"5,108","5,108","4,488","555,745"
12107,Gaillac d Aveyron,318,"3,325","3,325","2,827","315,269"
12108,Galgan,375,"1,776","1,776","1,374","401,531"
12109,Gissac,99,"1,461","1,461",0,"108,771"
12110,Golinhac,325,"2,085","1,625","1,625","372,372"
12111,Goutrens,495,"2,971","2,971","2,645","500,498"
12113,Gramond,506,"2,145","2,145","2,145","591,177"
12115,L Hospitalet du Larzac,290,"4,733","3,364","2,993","292,255"
12116,Huparlac,266,"8,172","7,38","7,38","281,832"
12118,Lacroix Barrez,522,"2,692","2,692","2,692","594,021"
12119,Laguiole,1234,"4,038","2,85","2,85","1343,498"
12120,Laissac Severac l eglise,2147,"3,873","3,873","3,127","2314,22"
12121,Lanuejouls,723,"3,686","3,686","3,418","785,02"
12122,Lapanouse de Cernon,124,"3,006","2,263","2,014","130,914"
12124,Lassouts,306,"1,378","1,378","1,129","336,14"
12125,Laval Roqueceziere,278,0,0,0,"311,145"
12127,Ledergues,636,"3,143","3,137","3,137","732,268"
12128,Lescure Jaoul,220,"1,649","0,718","0,326","259,438"
12129,Lestrade et Thouels,463,"4,513","2,963","2,963","485,278"
12130,Livinhac le Haut,1127,"3,271","2,854","2,532","1266,722"
12131,La Loubiere,1512,"3,238","3,238","3,025","1503,901"
12133,Luc la Primaube,6005,"4,605","4,391","3,867","6233,719"
12134,Lugan,347,"3,892","3,753","3,291","402,446"
12135,Lunac,441,"1,833","1,056",0,"526,057"
12136,Maleville,938,"3,4","3,087","3,087","986,41"
12137,Manhac,838,"2,35","2,258","2,258","799,17"
12138,Marcillac Vallon,1729,"2,654","2,654","2,077","1866,466"
12139,Marnhagues et Latour,139,0,0,0,"160,787"
12140,Martiel,988,"2,733","2,42","2,42","1043,056"
12141,Martrin,222,"0,049","0,049","0,049","248,318"
12142,Mayran,637,"1,285","1,285","1,285","639,168"
12143,Melagues,62,0,0,0,"69,964"
12144,Meljac,125,"1,371","1,371","1,005","145,41"
12145,Millau,21979,"3,915","3,743","3,584","23309,978"
12146,Le Monastere,2284,"5,231","5,017","4,232","2228,849"
12147,Montagnol,138,0,0,0,"147,941"
12148,Montbazens,1407,"4,534","4,396","3,934","1559,472"
12149,Montclar,154,"0,049","0,049","0,049","176,051"
12150,Monteils,502,"2,963","2,029","0,695","558,729"
12151,Montezic,214,"5,119","5,119","5,119","235,376"
12152,Montfranc,127,"2,286","2,286","2,286","142,096"
12153,Montjaux,421,"1,498","0,453","0,453","441,722"
12154,Montlaur,619,"3,657","3,056","1,595","656,334"
12155,Fondamente,334,0,0,0,"371,241"
12156,Montpeyroux,532,"4,038","2,85","2,85","580,696"
12157,Montrozier,1693,"4,062","4,062","3,564","1680,856"
12158,Montsales,327,"0,682","0,682","0,682","348,22"
12159,Morlhon le Haut,561,"3,325","2,218","1,389","605,343"
12160,Mostuejouls,317,"0,298","0,127","0,127","346,339"
12161,Mouret,545,"1,538","0,618","0,426","555,862"
12162,Moyrazes,1080,"1,008","1,008","1,008","1078,342"
12163,Murasson,210,"1,541","1,04","1,04","224,558"
12164,Mur de Barrez,701,"4,039","4,039","4,039","842,696"
12165,Muret le Chateau,363,"2,996","1,615","1,231","359,756"
12166,Murols,115,"1,346","1,346","1,346","127,878"
12167,Najac,699,"3,978","2,813","0,811","792,694"
12168,Nant,998,"3,136","2,765","2,765","1165,831"
12169,Naucelle,2007,"5,351","5,351","5,351","2241,739"
12170,Naussac,370,"0,773","0,773","0,581","397,564"
12171,Nauviale,584,"6,947","6,486","5,909","596,871"
12172,Le Nayrac,530,"2,16","2,16","2,16","645,062"
12174,Olemps,3439,"3,968","3,814","3,291","3672,628"
12175,Ols et Rinhodes,178,"1,852","1,548","1,548","183,331"
12176,Onet le Chateau,11665,"3,539","3,448","2,973","11746,375"
12177,Palmas d Aveyron,1017,"3,583","3,583","2,836","1072,255"
12178,Paulhe,373,"2,683","2,426","2,32","376,311"
12179,Peux et Couffouleux,84,"0,73","0,73",0,"94,591"
12180,Peyreleau,73,"0,149","0,063","0,063","84,84"
12181,Peyrusse le Roc,214,"2,216","2,216","1,756","226,65"
12182,Pierrefiche,279,"3,373","3,373","3,125","294,511"
12183,Plaisance,218,"4,654","4,654","4,654","241,797"
12184,Pomayrols,120,"2,829","2,829","2,829","147,646"
12185,Pont de Salars,1639,"3,036","2,976","2,976","1730,987"
12186,Pousthomy,211,"3,866","3,866","3,866","221,684"
12187,Prades d Aubrac,354,"3,27","2,044","2,044","445,31"
12188,Prades Salars,316,"4,015","4,015","4,015","323,806"
12189,Pradinas,354,"3,332","2,246","1,067","384,796"
12190,Previnquieres,295,"3,671","2,586","2,445","326,434"
12191,Privezac,322,"3,686","3,686","3,418","339,894"
12192,Mounes Prohencoux,185,"2,476","1,974","0,514","197,862"
12193,Pruines,286,"1,538","0,618","0,426","291,769"
12194,Quins,848,"4,107","4,107","4,107","869,257"
12195,Rebourguil,274,"4,05","3,047","2,316","279,668"
12197,Requista,1983,"4,142","3,618","3,618","2222,864"
12198,Rieupeyroux,1949,"4,353","2,454","0,978","2156,555"
12199,Rignac,1991,"3,746","3,746","3,478","2117,373"
12200,Riviere sur Tarn,1039,"1,565","1,308","1,255","1120,754"
12201,Rodelle,1067,"1,942","1,021","1,021","1069,579"
12202,Rodez,24475,"4,129","4,006","3,27","24527,541"
12203,Roquefort sur Soulzon,554,"2,763","2,663","2,164","570,154"
12204,La Roque Sainte Marguerite,178,0,0,0,"195,718"
12205,La Rouquette,775,"2,48","1,778","1,389","812,215"
12206,Roussennac,637,"3,98","3,98","3,578","642,257"
12207,Rullac Saint Cirq,345,"1,371","1,371","1,005","384,958"
12208,Saint Affrique,8023,"4,43","4,13","3,88","8652,029"
12209,Saint Amans des Cots,749,"5,119","5,119","5,119","876,229"
12210,Saint Andre de Najac,454,"3,167","2,002",0,"498,503"
12211,Saint Andre de Vezines,134,0,0,0,"147,054"
12212,Saint Beaulize,88,0,0,0,"93,421"
12213,Saint Beauzely,616,"2,376","2,376","2,376","627,29"
12214,Saint Chely d Aubrac,521,"9,809","6,131","6,131","610,594"
12215,Saint Christophe Vallon,1160,"3,297","3,297","2,72","1200,414"
12216,Saint Come d Olt,1400,"3,825","3,825","3,456","1598,453"
12217,Sainte Croix,745,"1,874","1,717","1,717","783,036"
12219,Sainte Eulalie d Olt,376,"2,829","2,829","2,829","428,047"
12220,Sainte Eulalie de Cernon,288,"3,006","2,263","2,014","307,957"
12221,Saint Felix de Lunel,339,"0,92",0,0,"383,269"
12222,Saint Felix de Sorgues,195,"1,181","1,081","1,081","223,44"
12223,Argences en Aubrac,1600,"3,102","3,102","3,102","1849,308"
12224,Saint Geniez d Olt et d Aubrac,2211,"2,829","2,829","2,829","2551,745"
12225,Saint Georges de Luzençon,1617,"4,635","4,112","3,311","1648,513"
12226,Saint Hippolyte,427,"1,625","1,625","1,625","491,741"
12227,Saint Igest,182,"2,89","2,733","2,733","189,254"
12228,Saint Izaire,303,0,0,0,"329,546"
12229,Saint Jean d Alcapies,254,"3,229","3,029","2,53","240,86"
12230,Saint Jean Delnous,403,"3,819","3,811","3,811","465,779"
12231,Saint Jean du Bruel,715,"1,85","1,85","1,85","825,853"
12232,Saint Jean et Saint Paul,279,"1,614","1,514","1,265","280,327"
12233,Saint Juery,293,"1,031","0,53","0,53","317,042"
12234,Sainte Juliette sur Viaur,613,"2,396","2,396","1,663","610,177"
12235,Saint Just sur Viaur,206,"2,812","2,812","2,812","231,016"
12236,Saint Laurent de Levezou,154,"1,268","1,268","1,268","164,348"
12237,Saint Laurent d Olt,645,"2,427","2,427","2,427","721,852"
12238,Saint Leons,416,"3,001","2,916","2,916","424,756"
12239,Saint Martin de Lenne,315,"4,316","4,316","4,068","321,469"
12240,Saint Parthem,403,"3,015","2,876","2,816","437,837"
12241,Sainte Radegonde,1751,"3,217","3,034","2,462","1773,332"
12242,Saint Remy,306,"4,085","3,615","3,615","315,56"
12243,Saint Rome de Cernon,948,"5,461","4,99","4,242","957,008"
12244,Saint Rome de Tarn,883,"4,977","3,832","3,333","997,934"
12246,Saint Santin,538,"3,029","2,89","2,4","586,682"
12247,Saint Saturnin de Lenne,284,"3,796","3,796","3,796","330,127"
12248,Saint Sernin sur Rance,611,"3,866","3,866","3,866","650,842"
12249,Saint Sever du Moustier,194,"1,541","1,04","1,04","218,304"
12250,Saint Symphorien de Thenieres,205,"5,793","5,397","5,397","234,521"
12251,Saint Victor et Melvieu,336,"1,634","1,534","1,534","376,849"
12252,Salles Courbaties,418,"2,039","2,039","2,039","446,294"
12253,Salles Curan,1013,"4,685","4,685","4,685","1151,265"
12254,Salles la Source,2265,"2,664","2,664","2,087","2407,709"
12255,Salmiech,766,"2,937","2,937","1,837","842,349"
12256,Salvagnac Cajarc,371,"4,201","3,29","3,29","399,673"
12257,Causse et Diege,788,"1,114","1,114","0,922","830,309"
12258,La Salvetat Peyrales,982,"3,715","2,63","0,652","1159,103"
12259,Sanvensa,648,"3,247","2,044","0,695","686,416"
12260,Sauclieres,171,"0,617","0,617","0,617","186,818"
12261,Saujac,122,"3,511","2,6","2,6","140,662"
12262,Sauveterre de Rouergue,711,"3,608","3,608","3,608","856,733"
12263,Savignac,732,"2,895","2,425","2,425","744,389"
12264,Sebazac Concoures,3256,"3,086","3,055","2,58","3333,16"
12265,Sebrazac,521,"4,543","4,083","3,837","561,712"
12266,Segur,548,"2,933","2,933","2,685","584,694"
12267,La Selve,627,"2,627","2,624","1,891","705,906"
12268,Senergues,421,"2,049","2,049","2,049","497,809"
12269,La Serre,126,"3,592","3,091","3,091","132,474"
12270,Severac d Aveyron,4069,"4,02","4,02","4,02","4358,434"
12272,Sonnac,519,"1,564","1,564","0,854","526,056"
12273,Soulages Bonneval,291,"5,744","4,556","4,556","305,578"
12274,Sylvanes,112,"1,461","1,461",0,"121,169"
12275,Tauriac de Camares,36,0,0,0,"43,651"
12276,Tauriac de Naucelle,362,"4,753","4,753","4,753","395,179"
12277,Taussac,530,"4,039","4,039","4,039","570,028"
12278,Tayrac,183,"3,765","3,222","2,046","193,603"
12280,Therondels,407,"1,346","1,346","1,346","477,539"
12281,Toulonjac,740,"3,744","3,274","3,274","767,366"
12282,Tournemire,425,"2,048","1,948","1,449","444,495"
12283,Tremouilles,485,"1,834","1,713","1,346","518,715"
12284,Le Truel,345,0,0,0,"372,647"
12286,Vabres l Abbaye,1206,"3,544","3,243","3,243","1242,312"
12287,Vailhourles,636,"0,851","0,695","0,695","664,696"
12288,Valady,1593,"2,654","2,654","2,077","1578,121"
12289,Valzergues,206,"4,124","3,985","3,523","228,712"
12290,Vaureilles,489,"3,845","3,845","3,443","508,727"
12291,Verrieres,403,"0,447","0,19","0,19","459,182"
12292,Versols et Lapeyre,417,"2,362","2,161","2,161","427,969"
12293,Veyreau,137,"1,479",0,0,"144,051"
12294,Vezins de Levezou,656,"1,902","1,902","1,902","715,511"
12295,Viala du Pas de Jaux,98,0,0,0,"106,519"
12296,Viala du Tarn,529,"0,906","0,906","0,906","569,929"
12297,Le Vibal,510,"2,9","2,9","2,652","532,834"
12298,Villecomtal,415,"1,381",0,0,"425,237"
12299,Villefranche de Panat,692,"4,95","3,402","3,402","775,456"
12300,Villefranche de Rouergue,11602,"3,517","2,912","2,766","12876,82"
12301,Villeneuve,1988,"3,233","2,92","2,92","2167,087"
12303,Vimenet,249,"4,268","4,268","3,77","270,658"
12305,Viviez,1243,"3,86","3,443","3,13","1360,108"
12307,Curan,295,"3,952","3,952","3,952","319,501"
13001,Aix en Provence,145133,"5,286","4,354","3,845","141783,742"
13002,Allauch,21372,"4,944","3,931","3,564","22085,922"
13003,Alleins,2626,"3,635","3,565","2,609","2586,812"
13004,Arles,50454,"4,329","3,576","3,316","52577,399"
13005,Aubagne,47535,"4,899","4,213","3,783","48085,498"
13006,Aureille,1545,"2,754","2,686","2,446","1576,502"
13007,Auriol,12922,"4,528","3,985","3,699","12833,81"
13008,Aurons,563,"3,017","2,811","2,252","575,974"
13009,La Barben,828,"4,065","3,622","3,054","804,898"
13010,Barbentane,4192,"2,479","2,232","1,877","4398,295"
13011,Les Baux de Provence,342,"4,048","3,671","3,333","412,106"
13012,Beaurecueil,593,"4,689","4,124","3,837","684,753"
13013,Belcodene,1916,"4,296","4,002","3,819","1915,475"
13014,Berre l etang,13660,"2,504","2,448","2,251","13643,802"
13015,Bouc Bel Air,14838,"6,76","5,734","5,17","15366,68"
13016,La Bouilladisse,6270,"5,594","4,978","4,674","6360,468"
13017,Boulbon,1509,"2,811","2,204","1,699","1566,73"
13018,Cabannes,4439,"3,68","3,236","2,949","4509,375"
13019,Cabries,9918,"4,36","3,67","3,282","9949,078"
13020,Cadolive,2168,"3,013","2,811","2,727","2173,162"
13021,Carry le Rouet,5690,"4,389","4,047","3,647","6392,693"
13022,Cassis,6905,"4,067","3,503","3,188","7779,285"
13023,Ceyreste,4729,"4,883","4,414","4,223","4940,094"
13024,Charleval,2669,"3,864","3,639","2,816","2728,551"
13025,Chateauneuf le Rouge,2380,"4,902","4,51","4,315","2449,924"
13026,Chateauneuf les Martigues,17606,"5,705","5,109","4,586","17164,233"
13027,Chateaurenard,16063,"3,123","2,932","2,729","16422,825"
13028,La Ciotat,35993,"4,522","4,191","4,045","38375,038"
13029,Cornillon Confoux,1437,"3,797","3,439","3,18","1481,506"
13030,Cuges les Pins,5244,"1,494","1,279","1,095","5029,509"
13031,La Destrousse,3768,"4,531","4,064","3,785","3962,756"
13032,eguilles,8030,"3,49","3,142","2,655","8189,372"
13033,Ensues la Redonne,5783,"5,245","4,68","4,2","5723,986"
13034,Eygalieres,1740,"2,494","2,425","2,022","1955,126"
13035,Eyguieres,6844,"2,902","2,902","2,685","6863,951"
13036,Eyragues,4496,"3,874","3,608","3,212","4614,064"
13037,La Fare les Oliviers,8744,"4,396","4,205","3,886","8660,436"
13038,Fontvieille,3544,"2,603","2,082","1,832","3925,538"
13039,Fos sur Mer,15687,"3,53","3,154","2,727","15339,06"
13040,Fuveau,10161,"4,107","3,814","3,681","10089,78"
13041,Gardanne,21521,"3,775","3,356","3,202","21445,724"
13042,Gemenos,6635,"4,25","3,684","3,281","7022,213"
13043,Gignac la Nerthe,9887,"5,048","4,471","4,042","9782,542"
13044,Grans,5196,"4,841","4,347","4,092","5260,458"
13045,Graveson,4856,"4,49","3,953","3,433","4862,845"
13046,Greasque,4271,"4,245","3,907","3,816","4373,255"
13047,Istres,43626,"3,144","2,555","2,293","43196,981"
13048,Jouques,4406,"3,375","3,149","2,984","4496,643"
13049,Lamanon,2037,"4,291","4,155","3,437","2105,632"
13050,Lambesc,9909,"4,026","3,392","2,802","10061,332"
13051,Lançon Provence,8941,"4,375","4,103","3,85","8656,695"
13052,Maillane,2667,"5,17","4,422","3,924","2688,743"
